0.0591435,0.00480898
0.0642124,0.00600341
0.058394,0.00423889
0.0600577,0.0044296
0.0613342,0.00470321
0.0641928,0.00428108
0.0512599,0.005904
0.0279855,0.00455882
0.0323003,0.00555793
0.0298004,0.00424676
0.0422458,0.00546714
0.0358086,0.00392362
0.0330229,0.00452652
0.0322196,0.00442713
0.0304073,0.00478108
0.0331175,0.00461551
0.0291533,0.00478834
0.0460967,0.00397944
0.0335393,0.00520773
0.0303029,0.00473083
0.0366263,0.00456
0.0333533,0.00431982
0.032784,0.0041339
0.0342578,0.0037872
0.0376,0.00383531
0.0298698,0.004345
0.035368,0.00413748
0.0367985,0.00414139
0.0479513,0.00421083
0.0399431,0.00430635
0.0502303,0.00431156
0.0589539,0.00467691
0.0456067,0.00422516
0.0656699,0.00403463
