0.0609139,0.00581565
0.051722,0.00589184
0.0653088,0.00484429
0.0423595,0.00454985
0.0376406,0.00447731
0.040089,0.004055
0.0402242,0.00466615
0.0422579,0.00401053
0.0387476,0.00392419
0.0415153,0.00424609
0.0402038,0.00419803
0.0375844,0.00426384
0.0412422,0.00413694
0.0417427,0.00414676
0.0408537,0.00439411
0.0347921,0.00410529
0.0374651,0.00400452
0.0320872,0.00437711
0.0349028,0.00422702
0.0286618,0.00451051
0.0218685,0.00406253
0.0224218,0.00462486
0.0147984,0.0059159
0.015434,0.00662639
0.0131042,0.00657315
0.00354512,0.00765489
0.0400824,0.00696862
0.043445,0.00398146
0.0570308,0.00449
0.0393489,0.00434734
0.0386934,0.00421096
0.0440158,0.00424236
0.041426,0.00427195
0.037765,0.00493509
0.0395129,0.00440158
0.0417467,0.00422671
0.0410482,0.00433453
0.042346,0.00421766
0.0374513,0.00428768
0.0367487,0.00396854
0.0430103,0.00466342
0.0405874,0.00461763
0.0422987,0.00457821
0.0378628,0.00430479
0.0380229,0.00381132
0.0312584,0.0041121
0.03456,0.00417575
0.038306,0.00396163
0.0303022,0.00396252
0.0310561,0.00423937
0.0315597,0.0039747
0.0251108,0.00401243
0.0365097,0.00476776
0.0273811,0.00374252
0.016612,0.00480191
0.0114643,0.00491628
0.0159269,0.00544698
0.0260239,0.0047128
0.0177259,0.00587093
0.0191893,0.00610448
0.0170246,0.00626032
0.00576444,0.00868606
0.0152674,0.00660409
0.0205912,0.00537643
0.0196921,0.00468006
0.0292905,0.00443694
0.0317932,0.0050178
0.0362211,0.00399829
0.0349902,0.00417185
0.0361281,0.00442621
0.0328315,0.00388018
0.0301539,0.00396492
0.0550085,0.00467669
0.0528477,0.00454544
0.0526768,0.00453356
0.0557295,0.00472219
0.0528893,0.00452288
0.0327163,0.00423249
0.032166,0.00461975
0.032163,0.00449184
0.0272718,0.00438858
0.0275282,0.00430004
0.0293902,0.00415379
0.0145034,0.00580502
0.0053614,0.00905106
0.0125847,0.00645318
0.0246183,0.00393007
0.0291551,0.0046047
0.0284433,0.00393453
0.0213494,0.00853073
0.00479265,0.015941
0.00416982,0.0175225
0.00322644,0.00866502
0.00317176,0.00900712
0.00309501,0.00868256
0.0217288,0.0055019
0.0249686,0.00447908
0.01545,0.00392955
0.025741,0.00508988
0.0223337,0.00487822
0.0301538,0.00428459
0.0291228,0.00416164
0.0321416,0.00452718
0.0373253,0.00404746
0.0284955,0.00415496
0.0358292,0.00441094
0.0360472,0.00464949
0.0518741,0.0040157
0.0335947,0.00435346
0.0304334,0.00403302
0.026612,0.00423614
0.0307987,0.00396275
0.0384518,0.00401806
0.0296749,0.0041616
0.0358536,0.00389481
0.0359217,0.00385685
0.0316796,0.00411272
0.0350053,0.00424623
0.0330326,0.0043791
0.0316794,0.00412805
0.03864,0.00413244
0.0420715,0.00442966
0.0447921,0.00417398
0.0420563,0.00390041
0.0399668,0.00375581
0.0395665,0.00404109
0.0368081,0.00433388
0.0424462,0.00399773
0.0376826,0.00352352
0.0347466,0.00407676
0.0350781,0.00436252
0.0385529,0.00445157
0.0359554,0.00413754
0.0352492,0.00396202
0.032773,0.00393891
0.0332089,0.00437935
0.0250333,0.00367891
0.0344222,0.00391702
0.0180152,0.00499231
0.0184611,0.00555295
0.023976,0.00465092
0.0187791,0.00539505
0.0198323,0.00505948
0.0167837,0.00465549
0.0245364,0.00474389
0.0293128,0.00430696
0.0295286,0.00420067
0.0315037,0.00436366
0.0326432,0.00384347
0.0340221,0.00462832
0.031017,0.003831
0.032483,0.00396376
0.0412811,0.00407592
0.0434033,0.0044422
0.0618157,0.00431286
0.0561884,0.0046587
0.0618841,0.00484632
0.0621213,0.00411572
0.062881,0.00419279
0.0654965,0.00451054
0.0429719,0.00506662
0.0617808,0.00455983
0.0547823,0.00419909
0.0273458,0.00447625
