0.0331523,0.00399364
0.065506,0.00438977
0.0344879,0.00530006
0.0364705,0.00391288
0.0355079,0.00397082
0.0390907,0.0041683
0.0555772,0.00365967
0.0399981,0.00406365
0.0403639,0.00408537
0.0362057,0.00416601
0.0378634,0.00436224
0.0286113,0.00412406
0.0369091,0.00421831
0.0231376,0.00431991
0.0490893,0.00438262
0.0515019,0.0041207
0.0282584,0.00535348
0.0517943,0.00464191
0.0539975,0.00402443
0.0595391,0.00480897
0.0282019,0.00396345
0.0251511,0.00396645
0.0300895,0.00463821
0.0251528,0.0039882
0.0308092,0.00520702
0.0320956,0.00401198
0.0313304,0.00418484
0.0317166,0.0043882
0.0279285,0.00416984
0.0284611,0.00421787
0.0339227,0.00407658
0.0340487,0.00421319
0.0258054,0.00409789
0.0314316,0.00428384
0.0351892,0.00475537
0.0357837,0.00495714
0.0323678,0.00438171
0.0537498,0.00484997
0.0351677,0.0040772
0.0362075,0.00451184
0.0475491,0.00408033
0.0349208,0.00406846
0.0350475,0.00395679
0.0286301,0.00438469
0.0555582,0.0037771
0.0593534,0.00403871
0.0638398,0.00395999
0.0601912,0.00456452
0.0634736,0.00443521
