4.12877,1.12435,0.4
4.15876,1.14467,0.4
4.17327,1.15472,0.4
4.18772,1.16486,0.4
4.21588,1.18509,0.4
4.2296,1.19516,0.4
4.25617,1.21516,0.4
4.26913,1.22516,0.4
4.29419,1.24501,0.4
4.30649,1.25503,0.4
4.32997,1.27471,0.4
4.34131,1.2845,0.4
4.36323,1.30403,0.4
4.37384,1.3138,0.4
4.39414,1.33315,0.4
4.40387,1.34277,0.4
4.42265,1.36206,0.4
4.43166,1.3717,0.4
4.44871,1.39073,0.4
4.45673,1.4001,0.4
4.47215,1.41898,0.4
4.47944,1.42838,0.4
4.49317,1.44706,0.4
4.49963,1.45639,0.4
4.51162,1.4748,0.4
4.51722,1.48398,0.4
4.52766,1.50241,0.4
4.53242,1.51151,0.4
4.54111,1.52963,0.4
4.54503,1.53862,0.4
4.55208,1.5566,0.4
4.55518,1.56554,0.4
4.56058,1.58336,0.4
4.56284,1.59215,0.4
4.5666,1.60981,0.4
4.56806,1.61853,0.4
4.57018,1.63597,0.4
4.57084,1.64468,0.4
4.57137,1.66195,0.4
4.57124,1.67062,0.4
4.57018,1.68775,0.4
4.56927,1.69626,0.4
4.56666,1.71334,0.4
4.56496,1.72183,0.4
4.56084,1.73869,0.4
4.55839,1.7471,0.4
4.5528,1.76377,0.4
4.54962,1.77212,0.4
4.54254,1.78874,0.4
4.53865,1.797,0.4
4.52557,1.8217,0.4
4.52557,1.8217,0.4
4.5157,1.83809,0.4
4.51042,1.84626,0.4
4.4992,1.86255,0.4
4.49329,1.87065,0.4
4.48077,1.88685,0.4
4.47421,1.89491,0.4
4.46045,1.91102,0.4
4.45327,1.91905,0.4
4.43829,1.93509,0.4
4.43046,1.94314,0.4
4.41437,1.95907,0.4
4.40601,1.96705,0.4
4.38879,1.98293,0.4
4.37988,1.99089,0.4
4.36163,2.0067,0.4
4.35224,2.01461,0.4
4.33295,2.0304,0.4
4.32306,2.03829,0.4
4.30284,2.05402,0.4
4.29246,2.06191,0.4
4.27132,2.07763,0.4
4.26058,2.08545,0.4
4.23859,2.10115,0.4
4.22745,2.10896,0.4
4.20469,2.12461,0.4
4.19314,2.13243,0.4
4.16968,2.14806,0.4
4.1577,2.15592,0.4
4.13372,2.17143,0.4
4.12147,2.17925,0.4
4.09669,2.19487,0.4
4.08417,2.20268,0.4
4.05892,2.21823,0.4
4.04619,2.226,0.4
4.02037,2.2416,0.4
4.00738,2.24938,0.4
3.98113,2.26497,0.4
3.96796,2.27274,0.4
3.94141,2.28828,0.4
3.928,2.29608,0.4
3.90123,2.31157,0.4
3.88762,2.3194,0.4
3.86051,2.33493,0.4
3.84695,2.34267,0.4
3.81969,2.35817,0.4
3.80596,2.36596,0.4
3.77862,2.38143,0.4
3.76488,2.38919,0.4
3.73735,2.40471,0.4
3.72356,2.41249,0.4
3.69617,2.42792,0.4
3.68227,2.43576,0.4
3.65493,2.45118,0.4
3.64126,2.4589,0.4
3.61378,2.47445,0.4
3.6002,2.48215,0.4
3.57308,2.49757,0.4
3.55944,2.50535,0.4
3.53243,2.52082,0.4
3.51901,2.52854,0.4
3.49233,2.54395,0.4
3.47917,2.5516,0.4
3.45264,2.56709,0.4
3.43965,2.57473,0.4
3.41371,2.59008,0.4
3.4008,2.59778,0.4
3.37528,2.61311,0.4
3.36262,2.62078,0.4
3.33753,2.63612,0.4
3.32516,2.64375,0.4
3.3006,2.65905,0.4
3.28848,2.66668,0.4
3.26453,2.68193,0.4
3.25267,2.68957,0.4
3.22935,2.70479,0.4
3.21785,2.71239,0.4
3.19522,2.72755,0.4
3.18398,2.73518,0.4
3.16212,2.75025,0.4
3.15132,2.75781,0.4
3.13013,2.7729,0.4
3.11973,2.78043,0.4
3.09934,2.79546,0.4
3.08934,2.80297,0.4
3.06973,2.81799,0.4
3.0602,2.82543,0.4
3.04151,2.84035,0.4
3.03236,2.84782,0.4
3.01458,2.86267,0.4
3.00581,2.87017,0.4
2.989,2.88493,0.4
2.98079,2.89232,0.4
2.9648,2.90713,0.4
2.95713,2.91445,0.4
2.94214,2.92918,0.4
2.93497,2.93645,0.4
2.92099,2.95112,0.4
2.9143,2.95838,0.4
2.90135,2.97296,0.4
2.89514,2.98023,0.4
2.88327,2.99471,0.4
2.87756,3.00196,0.4
2.86673,3.01638,0.4
2.86154,3.02363,0.4
2.85174,3.03804,0.4
2.84716,3.04512,0.4
2.83843,3.05946,0.4
2.83435,3.06658,0.4
2.82673,3.08078,0.4
